#Variables:
#tasmax_bcc-csm1-1_rcp85(K):Monthly Average of Daily Maximum Near-Surface Air Temperature
#tasmax_bcc-csm1-1_rcp85(K):Monthly Average of Daily Maximum Near-Surface Air Temperature
#tasmax_CNRM-CM5_rcp85(K):Monthly Average of Daily Maximum Near-Surface Air Temperature
#tasmax_CNRM-CM5_rcp85(K):Monthly Average of Daily Maximum Near-Surface Air Temperature
#tasmax_inmcm4_rcp85(K):Monthly Average of Daily Maximum Near-Surface Air Temperature
#tasmax_inmcm4_rcp85(K):Monthly Average of Daily Maximum Near-Surface Air Temperature
#tasmax_MIROC5_rcp85(K):Monthly Average of Daily Maximum Near-Surface Air Temperature
#tasmax_MIROC5_rcp85(K):Monthly Average of Daily Maximum Near-Surface Air Temperature
#tasmax_NorESM1-M_rcp85(K):Monthly Average of Daily Maximum Near-Surface Air Temperature
#tasmax_NorESM1-M_rcp85(K):Monthly Average of Daily Maximum Near-Surface Air Temperature
"#Data Extracted for Average over Grid Cell w/ center: 34.2296 Latitude, -83.9811 Longitude (closest value to Latitude:34.2219, Longitude:-83.9691) "
#Original Data File(s):
#agg_macav2metdata_tasmax_bcc-csm1-1_r1i1p1_rcp85_2006_2099_CONUS_monthly.nc#fillmismatch 
#agg_macav2metdata_tasmax_bcc-csm1-1_r1i1p1_rcp85_2006_2099_CONUS_monthly.nc#fillmismatch 
#agg_macav2metdata_tasmax_CNRM-CM5_r1i1p1_rcp85_2006_2099_CONUS_monthly.nc#fillmismatch 
#agg_macav2metdata_tasmax_CNRM-CM5_r1i1p1_rcp85_2006_2099_CONUS_monthly.nc#fillmismatch 
#agg_macav2metdata_tasmax_inmcm4_r1i1p1_rcp85_2006_2099_CONUS_monthly.nc#fillmismatch 
#agg_macav2metdata_tasmax_inmcm4_r1i1p1_rcp85_2006_2099_CONUS_monthly.nc#fillmismatch 
#agg_macav2metdata_tasmax_MIROC5_r1i1p1_rcp85_2006_2099_CONUS_monthly.nc#fillmismatch 
#agg_macav2metdata_tasmax_MIROC5_r1i1p1_rcp85_2006_2099_CONUS_monthly.nc#fillmismatch 
#agg_macav2metdata_tasmax_NorESM1-M_r1i1p1_rcp85_2006_2099_CONUS_monthly.nc#fillmismatch 
#agg_macav2metdata_tasmax_NorESM1-M_r1i1p1_rcp85_2006_2099_CONUS_monthly.nc#fillmismatch 
#===============================================
"yyyy-mm-dd,tasmax_bcc-csm1-1_rcp85(K),tasmax_bcc-csm1-1_rcp85(K),tasmax_CNRM-CM5_rcp85(K),tasmax_CNRM-CM5_rcp85(K),tasmax_inmcm4_rcp85(K),tasmax_inmcm4_rcp85(K),tasmax_MIROC5_rcp85(K),tasmax_MIROC5_rcp85(K),tasmax_NorESM1-M_rcp85(K),tasmax_NorESM1-M_rcp85(K)"
""
yyyy-mm-dd,tasmax_bcc-csm1-1_rcp85(K),tasmax_bcc-csm1-1_rcp85(K),tasmax_CNRM-CM5_rcp85(K),tasmax_CNRM-CM5_rcp85(K),tasmax_inmcm4_rcp85(K),tasmax_inmcm4_rcp85(K),tasmax_MIROC5_rcp85(K),tasmax_MIROC5_rcp85(K),tasmax_NorESM1-M_rcp85(K),tasmax_NorESM1-M_rcp85(K)
2021-09-15,304.198669,304.198669,301.573700,301.573700,303.274261,303.274261,302.459015,302.459015,302.371216,302.371216
2021-10-15,300.408936,300.408936,294.183685,294.183685,293.959198,293.959198,296.834198,296.834198,295.713837,295.713837
2021-11-15,295.041534,295.041534,290.484100,290.484100,290.212585,290.212585,292.591187,292.591187,290.069000,290.069000
2021-12-15,280.811371,280.811371,279.740082,279.740082,288.592712,288.592712,283.518799,283.518799,286.568909,286.568909
2022-01-15,289.167969,289.167969,284.844727,284.844727,284.479370,284.479370,289.476257,289.476257,284.432281,284.432281
2022-02-15,284.331390,284.331390,282.328217,282.328217,285.892303,285.892303,281.785065,281.785065,286.359161,286.359161
2022-03-15,294.012451,294.012451,284.651215,284.651215,291.641907,291.641907,293.161072,293.161072,288.993073,288.993073
2022-04-15,297.435242,297.435242,296.000000,296.000000,296.176361,296.176361,297.260834,297.260834,294.795502,294.795502
2022-05-15,298.439301,298.439301,298.703125,298.703125,298.718811,298.718811,301.018585,301.018585,300.864349,300.864349
2022-06-15,303.933655,303.933655,303.995697,303.995697,303.832733,303.832733,304.133789,304.133789,303.199432,303.199432
2022-07-15,303.560242,303.560242,307.015778,307.015778,305.024658,305.024658,307.507385,307.507385,307.159698,307.159698
2022-08-15,303.548065,303.548065,310.632660,310.632660,302.680023,302.680023,306.234467,306.234467,304.837189,304.837189
2022-09-15,302.802673,302.802673,305.260162,305.260162,298.499603,298.499603,302.186829,302.186829,305.629791,305.629791
2022-10-15,298.367249,298.367249,297.248932,297.248932,292.314392,292.314392,297.357117,297.357117,298.596161,298.596161
2022-11-15,291.201721,291.201721,289.722656,289.722656,293.705292,293.705292,288.322235,288.322235,289.004822,289.004822
2022-12-15,286.960358,286.960358,286.359436,286.359436,284.101196,284.101196,284.557190,284.557190,287.301697,287.301697
2023-01-15,287.755280,287.755280,284.515198,284.515198,285.489807,285.489807,284.489929,284.489929,284.763336,284.763336
2023-02-15,290.595184,290.595184,290.556763,290.556763,286.766510,286.766510,286.278870,286.278870,285.599640,285.599640
2023-03-15,293.316254,293.316254,291.609222,291.609222,292.326202,292.326202,291.428558,291.428558,295.360901,295.360901
2023-04-15,293.515442,293.515442,297.933655,297.933655,297.743958,297.743958,294.760742,294.760742,296.236267,296.236267
2023-05-15,303.338898,303.338898,299.608521,299.608521,301.894257,301.894257,298.785156,298.785156,300.595001,300.595001
2023-06-15,306.052246,306.052246,303.531586,303.531586,309.285309,309.285309,302.944672,302.944672,306.444122,306.444122
2023-07-15,306.638580,306.638580,305.080994,305.080994,307.519745,307.519745,304.911377,304.911377,306.841980,306.841980
2023-08-15,305.054932,305.054932,305.301727,305.301727,310.032043,310.032043,305.876526,305.876526,306.047485,306.047485
2023-09-15,301.476349,301.476349,303.243744,303.243744,305.610657,305.610657,300.448151,300.448151,302.144745,302.144745
2023-10-15,296.222260,296.222260,300.454254,300.454254,300.504913,300.504913,297.685150,297.685150,294.467743,294.467743
2023-11-15,289.535553,289.535553,291.691284,291.691284,292.848755,292.848755,287.988098,287.988098,293.137268,293.137268
2023-12-15,285.487457,285.487457,286.316193,286.316193,285.014343,285.014343,286.877991,286.877991,293.396301,293.396301
2024-01-15,289.274811,289.274811,285.693909,285.693909,284.856018,284.856018,286.417572,286.417572,287.674408,287.674408
2024-02-15,289.670685,289.670685,285.577240,285.577240,288.795105,288.795105,288.253906,288.253906,293.210754,293.210754
2024-03-15,286.595032,286.595032,290.447998,290.447998,291.281464,291.281464,292.061523,292.061523,291.189117,291.189117
2024-04-15,296.183899,296.183899,295.500061,295.500061,295.265289,295.265289,298.407043,298.407043,296.304779,296.304779
2024-05-15,301.836090,301.836090,301.008575,301.008575,300.493469,300.493469,299.876007,299.876007,301.469910,301.469910
2024-06-15,305.689636,305.689636,301.434418,301.434418,303.369080,303.369080,303.782288,303.782288,304.823303,304.823303
2024-07-15,309.754913,309.754913,304.455048,304.455048,304.917175,304.917175,305.124664,305.124664,306.121368,306.121368
2024-08-15,306.349091,306.349091,302.322418,302.322418,302.317291,302.317291,304.842896,304.842896,304.161560,304.161560
2024-09-15,301.185913,301.185913,297.594543,297.594543,301.036743,301.036743,301.641235,301.641235,299.800629,299.800629
2024-10-15,292.904877,292.904877,295.392365,295.392365,295.881927,295.881927,295.044037,295.044037,295.231598,295.231598
2024-11-15,290.530334,290.530334,290.698425,290.698425,289.789459,289.789459,291.507477,291.507477,291.941193,291.941193
2024-12-15,285.665802,285.665802,285.089722,285.089722,285.008667,285.008667,284.376892,284.376892,289.034088,289.034088
2025-01-15,288.774994,288.774994,286.167999,286.167999,286.359070,286.359070,280.789948,280.789948,288.025665,288.025665
2025-02-15,292.009949,292.009949,285.218903,285.218903,285.601288,285.601288,288.287659,288.287659,288.427734,288.427734
2025-03-15,289.606567,289.606567,291.570190,291.570190,288.095276,288.095276,289.035309,289.035309,293.344421,293.344421
2025-04-15,297.749237,297.749237,296.071106,296.071106,294.759674,294.759674,295.227692,295.227692,296.282013,296.282013
2025-05-15,300.128967,300.128967,299.821625,299.821625,299.443085,299.443085,301.136200,301.136200,300.134918,300.134918
2025-06-15,305.781281,305.781281,304.335876,304.335876,302.330444,302.330444,300.754761,300.754761,303.451477,303.451477
2025-07-15,306.907867,306.907867,304.027100,304.027100,303.823334,303.823334,305.283173,305.283173,306.424194,306.424194
2025-08-15,307.592712,307.592712,304.637848,304.637848,304.571960,304.571960,304.621704,304.621704,304.516876,304.516876
2025-09-15,302.300568,302.300568,299.366821,299.366821,297.336060,297.336060,301.566132,301.566132,302.311005,302.311005
2025-10-15,300.057159,300.057159,295.292145,295.292145,293.255096,293.255096,297.180878,297.180878,296.478516,296.478516
2025-11-15,294.579407,294.579407,292.403107,292.403107,289.877136,289.877136,291.531128,291.531128,293.257507,293.257507
2025-12-15,283.468628,283.468628,284.772125,284.772125,288.358917,288.358917,283.751007,283.751007,285.126709,285.126709
2026-01-15,282.689728,282.689728,284.885071,284.885071,283.521332,283.521332,285.507111,285.507111,284.171265,284.171265
2026-02-15,284.496063,284.496063,287.505554,287.505554,289.432495,289.432495,285.934814,285.934814,285.195038,285.195038
2026-03-15,292.398804,292.398804,290.981415,290.981415,289.416870,289.416870,294.603607,294.603607,288.430328,288.430328
2026-04-15,296.114563,296.114563,295.467682,295.467682,295.020355,295.020355,298.124023,298.124023,298.004578,298.004578
2026-05-15,302.258514,302.258514,299.486755,299.486755,299.324158,299.324158,302.406372,302.406372,301.517120,301.517120
2026-06-15,305.791962,305.791962,301.493530,301.493530,300.712616,300.712616,305.805328,305.805328,306.163910,306.163910
2026-07-15,305.970428,305.970428,306.087250,306.087250,305.730377,305.730377,306.055695,306.055695,307.628326,307.628326
2026-08-15,307.798950,307.798950,302.037048,302.037048,304.795166,304.795166,304.589539,304.589539,305.970245,305.970245
2026-09-15,304.074829,304.074829,297.971710,297.971710,298.461365,298.461365,301.853851,301.853851,302.939514,302.939514
2026-10-15,296.468994,296.468994,297.019379,297.019379,293.567322,293.567322,297.226807,297.226807,297.240295,297.240295
2026-11-15,290.710541,290.710541,290.922058,290.922058,286.143982,286.143982,293.810455,293.810455,289.273743,289.273743
2026-12-15,290.522766,290.522766,288.764923,288.764923,283.786194,283.786194,292.371155,292.371155,288.225128,288.225128
2027-01-15,287.047577,287.047577,282.795227,282.795227,284.068085,284.068085,283.082916,283.082916,285.208710,285.208710
2027-02-15,284.207977,284.207977,286.605377,286.605377,288.176727,288.176727,284.324188,284.324188,287.047791,287.047791
2027-03-15,292.143127,292.143127,290.561707,290.561707,292.927155,292.927155,284.445374,284.445374,292.094269,292.094269
2027-04-15,298.309143,298.309143,297.245972,297.245972,294.958160,294.958160,296.248383,296.248383,296.069641,296.069641
2027-05-15,301.492462,301.492462,300.973297,300.973297,299.275024,299.275024,300.107391,300.107391,301.464691,301.464691
2027-06-15,306.461060,306.461060,302.320282,302.320282,304.747498,304.747498,303.729431,303.729431,304.333588,304.333588
2027-07-15,305.610901,305.610901,304.644897,304.644897,304.462494,304.462494,306.441864,306.441864,305.413696,305.413696
2027-08-15,305.757263,305.757263,305.006714,305.006714,303.953766,303.953766,304.854797,304.854797,304.073578,304.073578
2027-09-15,301.338654,301.338654,301.497864,301.497864,299.231415,299.231415,301.154846,301.154846,301.262024,301.262024
2027-10-15,296.740479,296.740479,294.669556,294.669556,294.926422,294.926422,296.721313,296.721313,296.304382,296.304382
2027-11-15,293.741791,293.741791,292.531952,292.531952,288.925262,288.925262,289.459625,289.459625,287.243713,287.243713
2027-12-15,284.783264,284.783264,285.028259,285.028259,284.870972,284.870972,286.596527,286.596527,286.850372,286.850372
2028-01-15,283.178314,283.178314,285.677917,285.677917,285.192261,285.192261,280.560638,280.560638,285.927032,285.927032
2028-02-15,284.490448,284.490448,286.282623,286.282623,286.513794,286.513794,291.415100,291.415100,288.611664,288.611664
2028-03-15,287.075989,287.075989,294.472076,294.472076,288.894348,288.894348,291.127167,291.127167,291.622437,291.622437
2028-04-15,297.519348,297.519348,297.628326,297.628326,294.562378,294.562378,294.282440,294.282440,297.384186,297.384186
2028-05-15,299.676849,299.676849,302.072113,302.072113,301.674805,301.674805,299.783081,299.783081,299.307159,299.307159
2028-06-15,304.976288,304.976288,306.524139,306.524139,304.947052,304.947052,303.395996,303.395996,304.366699,304.366699
2028-07-15,309.497192,309.497192,307.878174,307.878174,303.639740,303.639740,305.821472,305.821472,307.586456,307.586456
2028-08-15,308.781708,308.781708,306.641724,306.641724,305.485748,305.485748,305.142639,305.142639,307.602844,307.602844
2028-09-15,298.622131,298.622131,300.571686,300.571686,298.897583,298.897583,302.050629,302.050629,302.367798,302.367798
2028-10-15,294.423370,294.423370,295.638794,295.638794,294.672577,294.672577,298.097748,298.097748,295.689789,295.689789
2028-11-15,284.193481,284.193481,288.792023,288.792023,288.329865,288.329865,290.174835,290.174835,290.852905,290.852905
2028-12-15,284.212189,284.212189,285.523041,285.523041,283.940582,283.940582,286.486908,286.486908,284.708588,284.708588
2029-01-15,285.132080,285.132080,284.555664,284.555664,282.876526,282.876526,286.110229,286.110229,288.955841,288.955841
2029-02-15,292.376984,292.376984,286.912201,286.912201,289.802032,289.802032,287.886322,287.886322,290.670135,290.670135
2029-03-15,290.621979,290.621979,290.802643,290.802643,290.453522,290.453522,291.401825,291.401825,292.761444,292.761444
2029-04-15,297.204224,297.204224,292.909790,292.909790,294.407288,294.407288,298.540039,298.540039,299.336639,299.336639
2029-05-15,300.211700,300.211700,300.527100,300.527100,297.952698,297.952698,301.179352,301.179352,303.781433,303.781433
2029-06-15,304.534790,304.534790,304.948059,304.948059,302.324646,302.324646,304.685028,304.685028,303.854279,303.854279
2029-07-15,305.177826,305.177826,305.990234,305.990234,304.947021,304.947021,307.242004,307.242004,304.255249,304.255249
2029-08-15,302.857758,302.857758,306.273315,306.273315,303.322327,303.322327,308.070282,308.070282,305.220856,305.220856
2029-09-15,300.713196,300.713196,303.392365,303.392365,299.621216,299.621216,302.364380,302.364380,303.632660,303.632660
2029-10-15,296.673645,296.673645,296.707458,296.707458,295.009827,295.009827,297.633850,297.633850,296.703278,296.703278
2029-11-15,295.031311,295.031311,292.990753,292.990753,287.486267,287.486267,293.878113,293.878113,290.517914,290.517914
2029-12-15,285.233398,285.233398,286.922211,286.922211,285.989624,285.989624,288.439178,288.439178,285.493835,285.493835
2030-01-15,289.870911,289.870911,288.340729,288.340729,286.034607,286.034607,285.522217,285.522217,284.684296,284.684296
2030-02-15,283.840759,283.840759,287.200470,287.200470,288.726013,288.726013,286.281158,286.281158,289.651215,289.651215
2030-03-15,292.985168,292.985168,292.455078,292.455078,292.084259,292.084259,293.621643,293.621643,293.629608,293.629608
2030-04-15,295.988983,295.988983,297.318359,297.318359,295.982452,295.982452,301.133942,301.133942,298.064362,298.064362
2030-05-15,301.163666,301.163666,299.448883,299.448883,301.493835,301.493835,303.600861,303.600861,300.257355,300.257355
2030-06-15,308.395935,308.395935,302.689148,302.689148,306.941467,306.941467,305.880310,305.880310,306.089294,306.089294
2030-07-15,307.593842,307.593842,305.663361,305.663361,307.561768,307.561768,306.930786,306.930786,306.540466,306.540466
2030-08-15,304.857758,304.857758,304.334686,304.334686,308.866852,308.866852,307.340088,307.340088,309.195831,309.195831
2030-09-15,302.518921,302.518921,301.186981,301.186981,300.445648,300.445648,301.930389,301.930389,301.124908,301.124908
2030-10-15,297.912384,297.912384,295.969635,295.969635,294.948669,294.948669,297.824738,297.824738,295.097382,295.097382
2030-11-15,291.040955,291.040955,291.358124,291.358124,291.453217,291.453217,290.759338,290.759338,288.694275,288.694275
2030-12-15,290.495758,290.495758,286.428101,286.428101,284.349548,284.349548,287.926208,287.926208,288.119659,288.119659
2031-01-15,284.932007,284.932007,287.200867,287.200867,280.838684,280.838684,288.663147,288.663147,284.375885,284.375885
2031-02-15,285.589630,285.589630,285.268768,285.268768,285.944305,285.944305,287.080566,287.080566,285.550568,285.550568
2031-03-15,290.976349,290.976349,291.066559,291.066559,292.978271,292.978271,298.238098,298.238098,287.570557,287.570557
2031-04-15,299.370972,299.370972,296.246582,296.246582,296.186218,296.186218,300.237976,300.237976,293.904144,293.904144
2031-05-15,300.701416,300.701416,300.639099,300.639099,300.712738,300.712738,299.528320,299.528320,302.300110,302.300110
2031-06-15,304.498383,304.498383,301.910034,301.910034,302.828125,302.828125,304.327423,304.327423,301.547211,301.547211
2031-07-15,305.477264,305.477264,303.991333,303.991333,306.339478,306.339478,306.110077,306.110077,303.252594,303.252594
2031-08-15,306.397583,306.397583,302.746033,302.746033,304.139526,304.139526,307.237946,307.237946,306.356079,306.356079
2031-09-15,301.705292,301.705292,301.032104,301.032104,299.793427,299.793427,304.382416,304.382416,302.783905,302.783905
2031-10-15,298.401123,298.401123,294.030090,294.030090,298.274994,298.274994,295.335236,295.335236,298.158844,298.158844
2031-11-15,292.540436,292.540436,292.815063,292.815063,291.851227,291.851227,289.956421,289.956421,290.999603,290.999603
2031-12-15,287.733124,287.733124,288.502075,288.502075,285.244293,285.244293,286.635925,286.635925,285.954773,285.954773
2032-01-15,281.598907,281.598907,282.566711,282.566711,282.304871,282.304871,286.867218,286.867218,289.777985,289.777985
2032-02-15,289.887543,289.887543,286.512421,286.512421,286.065948,286.065948,291.698608,291.698608,286.185455,286.185455
2032-03-15,288.609314,288.609314,290.841736,290.841736,289.517944,289.517944,294.873962,294.873962,291.175995,291.175995
2032-04-15,297.760132,297.760132,295.382233,295.382233,298.334503,298.334503,295.828735,295.828735,298.215790,298.215790
2032-05-15,303.953308,303.953308,298.861450,298.861450,300.510620,300.510620,300.088593,300.088593,299.545471,299.545471
2032-06-15,306.320709,306.320709,303.526855,303.526855,304.130096,304.130096,306.008179,306.008179,302.066406,302.066406
2032-07-15,308.840363,308.840363,305.279602,305.279602,303.808807,303.808807,303.156830,303.156830,303.361176,303.361176
2032-08-15,306.963989,306.963989,304.153717,304.153717,303.800262,303.800262,306.335236,306.335236,305.475128,305.475128
2032-09-15,303.414398,303.414398,299.471832,299.471832,305.202850,305.202850,302.928802,302.928802,302.071869,302.071869
2032-10-15,295.148315,295.148315,296.186646,296.186646,297.072968,297.072968,297.407623,297.407623,297.575043,297.575043
2032-11-15,289.101501,289.101501,293.491821,293.491821,292.170074,292.170074,288.544098,288.544098,292.352753,292.352753
2032-12-15,285.035980,285.035980,288.638123,288.638123,286.872101,286.872101,290.195496,290.195496,288.760864,288.760864
2033-01-15,287.660126,287.660126,285.140930,285.140930,285.226868,285.226868,288.008179,288.008179,282.093811,282.093811
2033-02-15,292.425415,292.425415,287.399506,287.399506,285.387024,285.387024,294.601501,294.601501,285.841797,285.841797
2033-03-15,288.743622,288.743622,294.058838,294.058838,293.589874,293.589874,295.817535,295.817535,289.799438,289.799438
2033-04-15,297.250671,297.250671,293.622070,293.622070,300.600555,300.600555,297.740540,297.740540,299.147461,299.147461
2033-05-15,299.101715,299.101715,297.418884,297.418884,302.130249,302.130249,301.746155,301.746155,301.305237,301.305237
2033-06-15,304.286407,304.286407,303.573059,303.573059,304.276459,304.276459,306.106903,306.106903,302.664581,302.664581
2033-07-15,303.767487,303.767487,303.970276,303.970276,306.233307,306.233307,306.189880,306.189880,303.640076,303.640076
2033-08-15,306.368500,306.368500,304.083588,304.083588,304.491791,304.491791,307.225739,307.225739,305.120880,305.120880
2033-09-15,300.384583,300.384583,302.125885,302.125885,306.405701,306.405701,304.334351,304.334351,303.911041,303.911041
2033-10-15,298.015289,298.015289,294.082947,294.082947,297.437317,297.437317,299.019287,299.019287,296.639435,296.639435
2033-11-15,291.534271,291.534271,295.960846,295.960846,291.964996,291.964996,287.909882,287.909882,295.260895,295.260895
2033-12-15,286.055420,286.055420,288.465149,288.465149,284.213226,284.213226,285.147675,285.147675,289.423950,289.423950
2034-01-15,285.249756,285.249756,285.705902,285.705902,284.983917,284.983917,284.792999,284.792999,289.751648,289.751648
2034-02-15,283.979919,283.979919,284.947845,284.947845,286.977814,286.977814,285.232483,285.232483,290.555267,290.555267
2034-03-15,290.419342,290.419342,296.724365,296.724365,289.329742,289.329742,292.069122,292.069122,293.770111,293.770111
2034-04-15,299.964478,299.964478,296.628693,296.628693,297.467316,297.467316,297.785309,297.785309,294.568390,294.568390
2034-05-15,301.410522,301.410522,302.354645,302.354645,298.721802,298.721802,301.328125,301.328125,300.965424,300.965424
2034-06-15,305.393158,305.393158,301.735626,301.735626,304.000031,304.000031,306.559875,306.559875,306.440582,306.440582
2034-07-15,304.519653,304.519653,304.010742,304.010742,304.695282,304.695282,306.399323,306.399323,305.081238,305.081238
2034-08-15,305.479706,305.479706,301.893738,301.893738,305.054779,305.054779,303.420135,303.420135,305.803345,305.803345
2034-09-15,306.188843,306.188843,298.407593,298.407593,296.544922,296.544922,301.484802,301.484802,302.196381,302.196381
2034-10-15,297.075806,297.075806,294.258484,294.258484,296.292603,296.292603,295.955750,295.955750,297.000000,297.000000
2034-11-15,290.635956,290.635956,290.006622,290.006622,291.854675,291.854675,291.143890,291.143890,292.186615,292.186615
2034-12-15,286.252167,286.252167,288.353882,288.353882,285.855530,285.855530,285.759399,285.759399,283.455872,283.455872
2035-01-15,283.899628,283.899628,283.423584,283.423584,282.259064,282.259064,285.863220,285.863220,288.434296,288.434296
2035-02-15,287.866913,287.866913,287.019012,287.019012,286.460907,286.460907,286.851654,286.851654,288.534241,288.534241
2035-03-15,289.421783,289.421783,289.911011,289.911011,289.472046,289.472046,290.540619,290.540619,294.440155,294.440155
2035-04-15,295.140686,295.140686,293.052368,293.052368,296.083344,296.083344,298.907532,298.907532,299.513947,299.513947
2035-05-15,303.444214,303.444214,298.896088,298.896088,301.324829,301.324829,303.358337,303.358337,302.205261,302.205261
2035-06-15,305.868042,305.868042,304.727081,304.727081,304.853241,304.853241,306.406738,306.406738,305.100250,305.100250
2035-07-15,305.295227,305.295227,304.423767,304.423767,303.714844,303.714844,306.502136,306.502136,307.881134,307.881134
2035-08-15,305.870453,305.870453,303.833221,303.833221,305.447174,305.447174,307.455444,307.455444,305.702454,305.702454
2035-09-15,300.607330,300.607330,302.356812,302.356812,305.539642,305.539642,304.964142,304.964142,302.836945,302.836945
2035-10-15,298.087677,298.087677,295.359772,295.359772,299.202606,299.202606,297.745422,297.745422,296.324615,296.324615
2035-11-15,295.161438,295.161438,287.708221,287.708221,290.186920,290.186920,294.307281,294.307281,290.761627,290.761627
2035-12-15,289.411743,289.411743,287.471802,287.471802,285.893890,285.893890,287.914307,287.914307,285.067932,285.067932
2036-01-15,285.954956,285.954956,286.370026,286.370026,283.064606,283.064606,283.841003,283.841003,283.792206,283.792206
2036-02-15,287.295502,287.295502,283.534149,283.534149,286.100861,286.100861,288.782288,288.782288,285.966003,285.966003
2036-03-15,293.715729,293.715729,289.542908,289.542908,292.752289,292.752289,293.262421,293.262421,290.872620,290.872620
2036-04-15,295.734406,295.734406,295.034119,295.034119,296.223938,296.223938,299.389526,299.389526,298.055603,298.055603
2036-05-15,303.560516,303.560516,301.595032,301.595032,301.043976,301.043976,299.344269,299.344269,302.883362,302.883362
2036-06-15,306.609253,306.609253,305.011597,305.011597,304.882355,304.882355,303.991333,303.991333,303.029266,303.029266
2036-07-15,306.569336,306.569336,307.278290,307.278290,304.040741,304.040741,306.003052,306.003052,310.152405,310.152405
2036-08-15,305.988708,305.988708,307.541870,307.541870,303.778320,303.778320,306.268921,306.268921,306.427338,306.427338
2036-09-15,305.941284,305.941284,300.268494,300.268494,301.603180,301.603180,302.732849,302.732849,301.845123,301.845123
2036-10-15,300.144226,300.144226,293.797546,293.797546,294.560577,294.560577,298.195374,298.195374,298.170959,298.170959
2036-11-15,290.044861,290.044861,291.051788,291.051788,290.391388,290.391388,290.566498,290.566498,291.960754,291.960754
2036-12-15,281.899445,281.899445,287.464630,287.464630,283.414307,283.414307,287.679779,287.679779,285.902679,285.902679
2037-01-15,283.909393,283.909393,286.142212,286.142212,282.921478,282.921478,286.306641,286.306641,288.027344,288.027344
2037-02-15,290.312469,290.312469,287.183289,287.183289,287.203674,287.203674,289.033508,289.033508,288.770569,288.770569
2037-03-15,288.497742,288.497742,293.726959,293.726959,292.691742,292.691742,298.474091,298.474091,294.080109,294.080109
2037-04-15,292.650848,292.650848,295.783875,295.783875,298.716492,298.716492,299.976074,299.976074,297.803070,297.803070
2037-05-15,300.773712,300.773712,300.388458,300.388458,299.896515,299.896515,300.733978,300.733978,301.107788,301.107788
2037-06-15,302.873688,302.873688,302.740692,302.740692,301.318695,301.318695,301.803192,301.803192,304.347717,304.347717
2037-07-15,304.903473,304.903473,303.770416,303.770416,305.810364,305.810364,302.867096,302.867096,305.484985,305.484985
2037-08-15,306.167419,306.167419,306.103790,306.103790,303.699310,303.699310,306.355072,306.355072,305.707947,305.707947
2037-09-15,304.313965,304.313965,302.537720,302.537720,299.814240,299.814240,301.606506,301.606506,302.998260,302.998260
2037-10-15,299.375824,299.375824,295.475830,295.475830,293.917389,293.917389,295.795471,295.795471,297.863312,297.863312
2037-11-15,290.147400,290.147400,290.549988,290.549988,289.323700,289.323700,286.413544,286.413544,295.163574,295.163574
2037-12-15,285.658844,285.658844,285.123901,285.123901,287.351349,287.351349,284.822083,284.822083,286.105530,286.105530
2038-01-15,284.035492,284.035492,287.875275,287.875275,286.937531,286.937531,285.315979,285.315979,285.676117,285.676117
2038-02-15,289.066101,289.066101,285.447845,285.447845,286.102722,286.102722,281.704376,281.704376,291.095764,291.095764
2038-03-15,292.326874,292.326874,291.492126,291.492126,293.724182,293.724182,294.524445,294.524445,291.504547,291.504547
2038-04-15,296.961273,296.961273,297.329987,297.329987,293.911285,293.911285,297.631653,297.631653,296.872986,296.872986
2038-05-15,303.049927,303.049927,299.925934,299.925934,298.549072,298.549072,300.741455,300.741455,300.276520,300.276520
2038-06-15,304.895691,304.895691,303.254089,303.254089,302.458710,302.458710,303.806091,303.806091,304.585815,304.585815
2038-07-15,306.842896,306.842896,305.006470,305.006470,304.557617,304.557617,306.262360,306.262360,306.395966,306.395966
2038-08-15,309.599487,309.599487,303.801208,303.801208,302.150146,302.150146,305.029114,305.029114,305.039673,305.039673
2038-09-15,306.672455,306.672455,301.388123,301.388123,300.194366,300.194366,302.527618,302.527618,302.714752,302.714752
2038-10-15,295.095612,295.095612,295.342560,295.342560,294.497009,294.497009,296.207794,296.207794,300.764221,300.764221
2038-11-15,292.285828,292.285828,294.152435,294.152435,290.209442,290.209442,289.516144,289.516144,288.538025,288.538025
2038-12-15,289.914581,289.914581,281.577271,281.577271,286.986511,286.986511,287.147919,287.147919,285.169586,285.169586
2039-01-15,283.434631,283.434631,285.349457,285.349457,283.395203,283.395203,286.254822,286.254822,285.354279,285.354279
2039-02-15,287.025940,287.025940,286.367371,286.367371,287.058746,287.058746,286.270050,286.270050,287.257477,287.257477
2039-03-15,295.758759,295.758759,291.167755,291.167755,292.317657,292.317657,291.502594,291.502594,292.033356,292.033356
2039-04-15,295.672272,295.672272,295.130402,295.130402,295.398071,295.398071,296.466370,296.466370,297.331909,297.331909
2039-05-15,303.902618,303.902618,299.991821,299.991821,301.698700,301.698700,303.244446,303.244446,304.775757,304.775757
2039-06-15,306.968414,306.968414,304.990509,304.990509,303.362000,303.362000,303.959900,303.959900,305.746063,305.746063
2039-07-15,304.525085,304.525085,303.965607,303.965607,305.891693,305.891693,307.643433,307.643433,307.157867,307.157867
2039-08-15,303.664612,303.664612,306.365540,306.365540,308.251495,308.251495,305.884705,305.884705,306.799194,306.799194
2039-09-15,303.010223,303.010223,301.815002,301.815002,305.788025,305.788025,303.942291,303.942291,304.608429,304.608429
