#Variables:
#tasmax_bcc-csm1-1_rcp85(K):Monthly Average of Daily Maximum Near-Surface Air Temperature
#tasmin_bcc-csm1-1_rcp85(K):Monthly Average of Daily Minimum Near-Surface Air Temperature
#tasmax_CNRM-CM5_rcp85(K):Monthly Average of Daily Maximum Near-Surface Air Temperature
#tasmin_CNRM-CM5_rcp85(K):Monthly Average of Daily Minimum Near-Surface Air Temperature
#tasmax_inmcm4_rcp85(K):Monthly Average of Daily Maximum Near-Surface Air Temperature
#tasmin_inmcm4_rcp85(K):Monthly Average of Daily Minimum Near-Surface Air Temperature
#tasmax_MIROC5_rcp85(K):Monthly Average of Daily Maximum Near-Surface Air Temperature
#tasmin_MIROC5_rcp85(K):Monthly Average of Daily Minimum Near-Surface Air Temperature
#tasmax_NorESM1-M_rcp85(K):Monthly Average of Daily Maximum Near-Surface Air Temperature
#tasmin_NorESM1-M_rcp85(K):Monthly Average of Daily Minimum Near-Surface Air Temperature
"#Data Extracted for Average over Grid Cell w/ center: 34.2296 Latitude, -83.9811 Longitude (closest value to Latitude:34.2219, Longitude:-83.9691) "
#Original Data File(s):
#agg_macav2metdata_tasmax_bcc-csm1-1_r1i1p1_rcp85_2006_2099_CONUS_monthly.nc#fillmismatch 
#agg_macav2metdata_tasmin_bcc-csm1-1_r1i1p1_rcp85_2006_2099_CONUS_monthly.nc#fillmismatch 
#agg_macav2metdata_tasmax_CNRM-CM5_r1i1p1_rcp85_2006_2099_CONUS_monthly.nc#fillmismatch 
#agg_macav2metdata_tasmin_CNRM-CM5_r1i1p1_rcp85_2006_2099_CONUS_monthly.nc#fillmismatch 
#agg_macav2metdata_tasmax_inmcm4_r1i1p1_rcp85_2006_2099_CONUS_monthly.nc#fillmismatch 
#agg_macav2metdata_tasmin_inmcm4_r1i1p1_rcp85_2006_2099_CONUS_monthly.nc#fillmismatch 
#agg_macav2metdata_tasmax_MIROC5_r1i1p1_rcp85_2006_2099_CONUS_monthly.nc#fillmismatch 
#agg_macav2metdata_tasmin_MIROC5_r1i1p1_rcp85_2006_2099_CONUS_monthly.nc#fillmismatch 
#agg_macav2metdata_tasmax_NorESM1-M_r1i1p1_rcp85_2006_2099_CONUS_monthly.nc#fillmismatch 
#agg_macav2metdata_tasmin_NorESM1-M_r1i1p1_rcp85_2006_2099_CONUS_monthly.nc#fillmismatch 
#===============================================
"yyyy-mm-dd,tasmax_bcc-csm1-1_rcp85(K),tasmin_bcc-csm1-1_rcp85(K),tasmax_CNRM-CM5_rcp85(K),tasmin_CNRM-CM5_rcp85(K),tasmax_inmcm4_rcp85(K),tasmin_inmcm4_rcp85(K),tasmax_MIROC5_rcp85(K),tasmin_MIROC5_rcp85(K),tasmax_NorESM1-M_rcp85(K),tasmin_NorESM1-M_rcp85(K)"
""
yyyy-mm-dd,tasmax_bcc-csm1-1_rcp85(K),tasmin_bcc-csm1-1_rcp85(K),tasmax_CNRM-CM5_rcp85(K),tasmin_CNRM-CM5_rcp85(K),tasmax_inmcm4_rcp85(K),tasmin_inmcm4_rcp85(K),tasmax_MIROC5_rcp85(K),tasmin_MIROC5_rcp85(K),tasmax_NorESM1-M_rcp85(K),tasmin_NorESM1-M_rcp85(K)
2066-09-15,305.968536,294.765167,299.831757,292.201202,304.830597,291.063538,302.408508,292.879883,306.259979,293.373871
2066-10-15,300.108154,288.229858,296.414856,285.754150,301.626831,283.238312,298.707642,284.300018,300.505066,288.598755
2066-11-15,292.576111,282.034302,293.577240,281.141235,291.359009,278.645172,294.132111,280.401184,293.682129,279.735199
2066-12-15,286.209564,274.418976,288.352722,277.328033,284.440125,275.755554,286.085907,275.388489,289.694763,279.380646
2067-01-15,283.083801,273.452515,280.565613,270.864044,283.577240,272.968933,281.523315,270.975800,287.565521,275.863098
2067-02-15,284.027832,273.697205,285.176117,274.334290,284.409485,274.626068,288.813629,277.773590,292.842590,280.131012
2067-03-15,295.827393,281.348022,288.736237,275.405212,292.836121,279.346497,294.394196,281.366852,296.804779,282.493347
2067-04-15,302.026947,289.522675,298.043304,283.562012,298.764709,285.452301,300.884277,287.214935,298.739075,284.640930
2067-05-15,301.671875,291.163239,301.650238,290.203125,300.552734,289.382965,302.453033,291.247314,303.084747,288.622437
2067-06-15,306.404602,294.428223,306.232086,294.545410,304.585663,294.075867,306.371490,294.740631,305.666565,292.993958
2067-07-15,309.151398,297.296722,307.296661,296.123627,307.278687,295.529480,309.609192,296.900543,307.993927,295.557495
2067-08-15,308.363220,296.876923,307.510559,297.027954,307.870514,296.624268,307.740021,295.932343,308.009247,295.364349
2067-09-15,302.327301,292.806610,303.162079,292.572693,302.971649,290.975189,305.389099,293.621033,303.138855,291.399139
2067-10-15,298.835510,288.004456,296.022400,283.041473,299.365479,283.033386,297.277344,283.293060,300.110565,283.559662
2067-11-15,296.618469,285.002319,293.710358,283.187439,290.418823,276.905060,292.176605,278.811218,290.928986,279.858826
2067-12-15,288.895569,275.232056,290.141083,279.414062,288.008392,275.963959,286.355438,274.014191,283.281464,272.804962
2068-01-15,282.762970,271.129242,289.179413,277.417267,284.265259,272.668152,290.291992,277.463470,283.342102,270.685486
2068-02-15,287.177551,276.216797,288.734650,276.846191,288.988953,276.551575,292.787109,279.457336,286.932220,274.452545
2068-03-15,294.217255,280.148193,293.400116,280.747223,292.068939,278.259796,296.903748,283.517212,290.388947,277.718811
2068-04-15,302.252014,287.141724,295.842346,281.083405,296.474060,283.181366,299.901184,284.572144,298.829376,284.583923
2068-05-15,301.155701,288.853638,303.588531,289.969604,301.537537,286.608429,305.084229,290.582703,302.498810,289.770844
2068-06-15,306.323425,293.083099,306.408752,293.638153,308.501984,293.779633,305.586212,293.155823,305.731018,294.354919
2068-07-15,305.207092,294.156921,308.097260,296.871429,307.674561,295.363708,306.339569,295.464722,309.772278,296.133911
2068-08-15,308.015656,295.453979,307.456970,296.644928,308.327606,297.039032,307.722198,295.934814,305.588806,294.993286
2068-09-15,306.896301,293.783142,302.185638,291.580688,309.224213,292.362244,303.948639,290.998901,305.035675,293.313080
2068-10-15,298.594055,283.597961,299.511047,287.161194,301.005280,279.654541,302.369354,288.022858,302.451141,286.296783
2068-11-15,294.505280,280.510223,293.768921,281.498596,295.217010,280.509918,294.014771,279.830994,295.266052,282.779846
2068-12-15,286.977997,275.662750,290.576233,278.855011,285.963806,274.211456,290.385437,278.119263,290.464111,277.970947
2069-01-15,283.967621,271.716949,286.600525,275.421936,287.023224,273.849365,289.838287,276.256042,289.599274,277.415405
2069-02-15,289.020538,276.888245,287.769165,274.506073,287.724548,276.235352,287.851379,274.827057,293.347321,280.720398
2069-03-15,294.024994,281.993530,291.262054,278.862274,294.713531,281.531464,294.783600,279.923218,293.814392,279.571869
2069-04-15,299.080170,285.532623,295.374603,281.517456,297.488617,283.698395,301.725647,286.962555,298.038666,280.827667
2069-05-15,304.066345,290.671906,299.522217,286.184967,301.453064,287.560822,302.227234,289.257507,304.004700,289.565796
2069-06-15,308.603241,296.672516,303.920685,292.566620,311.165436,295.082855,308.325653,295.149384,307.730652,294.925812
2069-07-15,310.601349,299.148773,306.954956,296.257660,305.334930,295.147614,307.013977,295.962250,309.618713,295.990204
2069-08-15,308.719574,297.508942,306.355438,295.829895,306.108124,294.898468,310.201172,296.908783,311.661896,296.373444
2069-09-15,307.005157,296.092377,304.229858,293.829193,305.491608,291.082672,304.333374,293.799835,305.469025,294.691315
2069-10-15,299.958344,288.634613,297.158478,287.190094,299.471466,282.797668,300.215912,285.351776,300.669952,287.131073
2069-11-15,290.948547,279.806549,292.613098,280.185120,291.289276,279.443542,291.461609,278.790619,292.856384,279.065430
2069-12-15,288.308533,277.248627,287.673950,276.255737,286.661743,276.507629,290.343170,277.326630,290.644623,279.804810
2070-01-15,280.767029,270.392120,289.415100,276.711334,286.302612,276.151611,291.775818,278.254669,289.602722,276.500916
2070-02-15,288.398071,277.021332,297.875336,283.337952,288.970917,277.062958,293.622742,280.571350,291.171814,277.882629
2070-03-15,293.404053,281.008118,293.166901,279.486328,292.596588,280.167114,298.336945,283.920807,295.293396,280.395233
2070-04-15,298.621979,284.667572,295.518646,281.692963,294.152435,280.952484,299.954559,285.131805,300.035919,284.983215
2070-05-15,303.601593,289.991913,302.455322,289.440643,300.319397,288.989105,304.952454,291.896271,304.322815,292.167297
2070-06-15,309.800110,296.336761,305.442291,293.741119,303.596832,294.350433,307.015350,293.308136,307.499115,295.078400
2070-07-15,311.523560,299.149231,307.841644,296.659027,303.968109,295.043762,308.011658,297.325897,311.803406,297.488525
2070-08-15,310.182617,298.362915,306.353790,296.101349,303.207245,296.064056,306.595490,294.520905,309.534973,296.887390
2070-09-15,304.627014,293.583435,306.628479,293.247986,301.530182,292.774078,303.591278,293.259949,305.366028,293.136932
2070-10-15,298.581268,284.387238,303.510773,291.491638,295.770782,283.008942,298.735321,285.040436,301.125031,285.863159
2070-11-15,296.207092,282.706024,293.696655,281.480682,290.439667,278.686310,293.510376,280.800629,295.034668,281.804993
2070-12-15,289.173309,278.855499,289.108917,276.994843,288.351135,277.220825,289.008362,276.521484,291.435944,281.036285
2071-01-15,286.262878,274.298309,288.447144,277.098785,284.809387,275.251099,288.034241,278.250702,285.769257,273.623108
2071-02-15,288.227203,275.870361,287.973816,276.221222,290.715790,276.994141,288.126221,275.528137,287.954895,275.085052
2071-03-15,295.921936,282.900299,293.158447,279.399414,292.309601,280.544861,292.937744,279.766266,294.527618,280.934937
2071-04-15,298.895233,285.928925,298.344147,283.507782,297.278656,284.738861,298.061584,285.026031,300.164032,288.154724
2071-05-15,300.980560,287.797668,302.513916,288.109589,301.830444,290.384186,301.270721,288.479034,301.583374,289.868500
2071-06-15,308.226776,295.251068,306.393127,294.562866,302.308716,293.320618,305.513641,291.231964,306.864929,293.138336
2071-07-15,309.406342,296.748291,308.392883,296.807434,305.377075,295.949585,308.881927,297.549011,309.251160,297.029755
2071-08-15,306.968048,295.012634,310.524536,298.547333,304.616241,295.421539,306.612885,295.715240,307.810760,295.863220
2071-09-15,306.163177,293.458557,302.883240,291.184601,300.240112,292.138733,304.634277,292.833618,302.460388,292.740234
2071-10-15,299.923401,287.074310,297.161194,283.617645,295.934265,283.939514,299.852539,285.762878,302.231445,286.376038
2071-11-15,292.790588,281.720673,296.394684,282.771973,290.639099,275.839630,293.720551,280.797882,293.721039,282.234772
2071-12-15,287.532562,278.035400,287.983154,276.486908,286.443420,276.847443,289.451599,276.572266,290.282288,276.773590
2072-01-15,285.875671,274.748169,285.857361,274.597565,284.585510,276.281158,289.223022,276.518311,286.813110,274.026459
2072-02-15,288.825317,276.858124,288.222229,276.574036,291.379364,278.950043,291.415222,278.980377,288.742950,275.485718
2072-03-15,294.111603,281.579285,291.085388,278.556763,292.969177,279.978546,300.071320,285.208557,293.201385,278.058838
2072-04-15,296.588654,282.121429,295.827911,280.630157,299.328400,285.125824,301.865753,285.838715,299.477386,282.374786
2072-05-15,301.828522,288.437073,301.596222,290.879364,301.316742,290.153687,304.459625,288.872375,303.029297,289.091553
2072-06-15,306.347137,294.322662,304.436920,292.311676,303.388885,293.681976,309.523254,296.583282,309.471802,295.340302
2072-07-15,308.846741,296.845428,308.394440,297.351776,307.045197,296.279358,308.111450,295.645477,310.848236,297.126038
2072-08-15,307.307434,295.341156,304.902710,295.115814,306.972717,297.484680,307.809021,297.209198,307.676941,295.367157
2072-09-15,302.950836,291.812897,301.160004,290.491791,302.167450,292.693848,302.487885,291.734436,305.519592,295.293823
2072-10-15,299.570129,287.554077,295.682892,283.498047,299.439484,282.656555,301.836212,289.486755,297.705414,285.325043
2072-11-15,291.054993,280.843140,293.059143,280.617554,292.550690,278.268097,294.788422,281.607819,294.634003,282.002930
2072-12-15,286.291107,275.763824,289.802826,279.120972,283.446472,275.116150,285.740387,273.130920,286.412262,274.386322
2073-01-15,285.215149,272.511139,289.154907,278.796661,284.447388,273.501495,286.158356,273.198975,287.109375,275.233704
2073-02-15,292.719025,278.189178,285.195984,273.563873,289.689301,277.636932,284.815460,272.054291,288.993744,277.248138
2073-03-15,292.895813,280.307892,292.695679,278.552673,296.376770,283.344666,296.484711,283.210144,292.686554,278.985199
2073-04-15,298.897186,284.663391,296.831421,283.578400,298.592560,283.526398,299.326691,286.244781,300.567932,284.426056
2073-05-15,303.910828,289.695099,302.624634,289.853424,311.710022,289.329956,304.434723,288.590576,301.980560,287.849426
2073-06-15,310.618134,296.618225,303.950134,293.357697,308.075287,294.839508,307.424225,295.714447,308.399323,294.388336
2073-07-15,310.865509,299.407074,306.199738,295.120850,309.480865,296.283478,309.403046,297.629364,308.726227,297.171936
2073-08-15,310.090149,297.476135,305.180389,295.044647,304.693024,295.590271,308.990295,298.013458,308.012695,295.433533
2073-09-15,303.968903,291.686646,302.950531,291.370575,306.232971,292.795258,304.881470,294.251648,304.891113,291.246765
2073-10-15,295.256134,283.852234,298.739532,285.531586,299.201996,279.793335,298.708282,285.810913,299.577148,287.023163
2073-11-15,291.296997,278.793243,295.608582,281.435974,292.568970,278.867249,293.493439,279.408234,293.628296,282.077087
2073-12-15,287.194458,275.573700,289.996216,278.444122,284.389374,274.366180,287.731689,275.913788,289.957886,280.532104
2074-01-15,289.855011,275.888092,286.211273,275.969818,285.810303,272.428772,289.448273,276.976593,286.458344,275.606415
2074-02-15,290.814362,275.623993,287.669800,274.733246,289.830963,277.222260,289.571716,276.546448,289.145050,275.219635
2074-03-15,300.251648,284.852600,291.282745,277.621094,292.864349,281.138855,297.561798,283.929413,295.197906,281.925140
2074-04-15,299.234100,285.195862,297.194366,283.742493,295.957520,284.019989,298.584656,283.754456,299.410767,283.008972
2074-05-15,303.749756,289.933014,301.643707,290.196808,302.598480,288.411652,303.574036,289.847351,305.106049,289.985077
2074-06-15,309.796814,295.574585,305.161957,294.160736,303.001862,293.168060,306.752014,294.027466,306.634338,294.227142
2074-07-15,311.138245,299.211700,309.432343,297.824646,309.491516,296.277039,307.553253,296.671906,307.266632,296.489349
2074-08-15,308.237701,296.952057,308.137604,296.390991,312.413391,298.135040,307.396759,296.135742,308.016144,296.015594
2074-09-15,304.072296,293.349121,305.929260,294.702209,307.006744,292.300293,303.092224,291.802887,304.827484,291.418243
2074-10-15,296.599609,284.179352,296.237152,285.060425,302.912964,284.662506,300.215027,285.822540,299.245300,287.081055
2074-11-15,295.566010,285.092865,295.648407,282.834015,292.046997,277.032349,292.408020,282.432526,293.384583,281.380707
2074-12-15,289.764648,279.198486,291.570465,279.756226,289.709839,278.357056,290.491180,277.951721,287.907867,276.784241
2075-01-15,291.276062,278.973236,288.509186,277.110016,285.754181,276.940063,286.783508,273.820618,288.501953,275.533997
2075-02-15,290.803589,278.073395,287.923035,276.352386,287.744232,277.865631,288.945038,276.867737,286.558502,274.850739
2075-03-15,294.072113,280.593140,290.652802,278.136505,291.056793,278.873932,295.902069,280.602325,296.078888,282.115967
2075-04-15,298.444427,283.641052,296.191315,283.730316,295.719391,284.048645,299.253204,286.186157,300.784393,285.236786
2075-05-15,307.760712,291.435425,302.568787,290.730865,298.991852,287.366974,303.661743,291.324890,303.346222,291.307037
2075-06-15,308.614258,296.173431,305.806183,294.319519,305.375885,294.625580,304.473846,292.656128,305.625793,293.619537
2075-07-15,306.751678,296.330536,310.660797,298.432404,306.176483,295.800262,308.627380,295.129578,309.934387,295.768463
2075-08-15,309.399200,296.790070,308.772675,297.454407,305.984558,296.280457,309.848267,296.561157,309.592743,297.088287
2075-09-15,308.496460,294.482452,302.137054,294.036530,302.697601,292.505096,304.847229,289.809998,306.193878,292.895386
2075-10-15,304.166748,289.903046,294.744659,284.446442,296.092224,287.897003,298.856354,286.893768,298.536377,283.817352
2075-11-15,292.438477,280.756012,295.898254,284.189636,292.354309,282.465698,296.250702,282.362457,295.982941,283.255402
2075-12-15,287.876190,276.821198,284.088287,274.034393,286.269287,277.762115,290.441406,277.748779,286.813202,274.914856
2076-01-15,288.453583,277.360748,287.952393,276.979309,284.093170,275.449585,290.444031,278.644714,287.440216,276.833282
2076-02-15,291.347351,279.478302,290.931549,278.095673,286.982117,277.538788,292.265686,279.247864,286.705627,274.869537
2076-03-15,293.784760,280.753540,294.590485,280.132263,291.826385,280.532166,296.507843,282.580627,295.127075,282.947845
2076-04-15,300.731781,286.330994,297.789978,284.358521,298.117340,284.799896,302.684723,287.477448,299.061554,284.602325
2076-05-15,302.962341,291.131470,302.595001,291.297241,300.152588,289.798706,304.011444,290.355042,304.826691,291.475739
2076-06-15,309.025665,296.701080,307.073914,294.916321,303.690308,293.040314,307.126617,294.815643,307.207458,294.955444
2076-07-15,311.902863,299.260742,306.482697,297.167053,304.746857,296.686981,308.935547,297.634094,308.389343,295.820679
2076-08-15,307.448242,296.251923,306.143768,296.984283,304.156769,295.129639,307.641205,296.202454,308.368774,295.670929
2076-09-15,304.557007,294.086060,304.143585,293.716522,298.187012,290.777832,304.991882,294.475769,305.360199,293.180115
2076-10-15,298.243073,288.923981,299.320526,287.757446,296.214600,287.428833,299.979370,289.260223,297.623993,284.238739
2076-11-15,295.816711,282.664185,291.645660,278.270233,292.816315,279.530823,293.733398,282.271271,293.166809,280.997467
2076-12-15,284.471771,274.699097,290.692383,278.411835,288.164398,279.842743,288.045807,276.429749,288.585754,278.017517
2077-01-15,283.566345,272.583252,287.823944,276.442993,286.727478,276.777039,284.320251,272.821259,289.278503,277.957916
2077-02-15,286.290955,274.171631,288.158295,276.489929,288.832733,279.149353,287.276733,274.264587,289.744049,277.160919
2077-03-15,293.309296,279.180389,295.362518,281.135742,289.883148,279.652588,296.329651,282.624146,293.893188,279.286682
2077-04-15,299.928070,284.446930,295.540497,281.895996,296.374390,284.181671,295.538422,282.398987,302.394867,286.272400
2077-05-15,306.005920,291.457550,302.118927,291.001373,300.311798,289.377777,304.224579,289.652557,307.513672,292.003754
2077-06-15,307.692535,295.859863,304.102112,293.390015,303.295013,293.467255,307.799774,294.747101,308.013641,294.755341
2077-07-15,311.143524,298.263641,305.879059,296.466431,305.092346,295.955627,307.890259,295.750183,308.287781,296.646667
2077-08-15,311.963715,298.324371,304.278107,296.815247,305.491241,296.372437,307.949463,296.008026,306.889862,296.099823
2077-09-15,308.741699,296.652802,301.429413,293.355591,302.688263,291.349579,303.596802,292.734314,304.518127,291.690063
2077-10-15,301.295746,286.227753,296.026428,285.149384,297.865295,283.707123,299.007355,284.261322,300.360748,288.822174
2077-11-15,294.343292,281.448853,294.042053,280.836792,290.807281,281.575348,291.400604,277.857300,298.333527,283.971893
2077-12-15,285.828339,275.292236,290.789062,280.319672,288.048553,278.969757,291.903198,279.688873,290.616425,277.429138
2078-01-15,285.583954,274.175598,286.429291,274.249146,283.937134,274.588348,289.248810,277.068970,292.868896,280.542725
2078-02-15,288.909821,276.465637,289.532867,276.899109,289.418488,277.953156,289.190308,277.465515,289.303802,277.696655
2078-03-15,292.725403,279.790222,296.090179,282.738342,290.341919,278.553497,296.927734,284.185577,297.165985,284.965363
2078-04-15,298.617767,283.673706,299.785706,285.650818,296.607239,284.855194,299.491028,286.438354,300.947662,287.797302
2078-05-15,302.952759,290.244934,302.524139,291.252930,301.405609,289.338165,304.212097,289.246307,304.366821,289.666168
2078-06-15,307.571747,294.686066,306.786957,294.826721,302.570312,293.417206,308.605164,294.760681,308.457214,294.952576
2078-07-15,309.701050,297.605682,308.445557,296.699097,305.888855,295.647888,309.925812,298.263733,308.331360,296.252625
2078-08-15,308.364166,295.918396,309.560211,296.780121,307.392426,296.556274,306.627380,296.185394,310.700378,297.175720
2078-09-15,305.711853,293.245544,305.699249,296.249481,306.742279,293.330109,306.675140,293.268005,303.735474,293.685059
2078-10-15,298.981873,287.731354,300.224579,288.714996,300.669281,282.629974,300.087982,287.726990,299.602234,285.703400
2078-11-15,295.436798,281.350769,291.674896,278.786652,293.030182,275.495972,297.562561,281.756287,295.832947,283.984741
2078-12-15,288.016907,275.120728,287.424194,275.920074,284.868042,274.785828,290.677856,277.842194,293.654938,279.764923
2079-01-15,284.275757,273.311676,288.609772,278.466705,284.379150,273.717651,291.415009,277.174164,292.249847,278.051239
2079-02-15,288.866791,276.208801,291.472382,279.208771,291.294952,278.801941,288.266998,275.510040,296.343903,283.371918
2079-03-15,298.549133,283.964111,294.493774,282.031433,294.214539,280.787354,297.763977,285.447540,296.464111,281.263519
2079-04-15,297.931519,284.784973,297.048615,283.883881,292.783234,281.416962,300.293121,284.562195,301.361877,284.156097
2079-05-15,304.700195,290.772675,299.043854,286.639709,301.328156,289.873871,305.885590,290.555084,306.563293,291.138580
2079-06-15,307.697083,295.906372,304.204285,294.495575,305.129028,293.858887,308.800110,295.823059,310.483978,296.170715
2079-07-15,310.924713,297.729218,306.940613,296.885803,305.789154,295.029388,308.807251,296.686890,310.097382,296.829102
2079-08-15,309.363434,297.151306,305.918060,295.929474,304.380768,296.033936,308.667206,296.236389,309.054016,295.364166
2079-09-15,306.903534,294.564789,304.556030,291.172516,302.586121,292.928375,305.864075,292.593842,303.915588,292.885590
2079-10-15,300.969330,290.279053,301.529114,287.594910,297.235931,286.559601,301.805878,286.833435,298.312164,285.255524
2079-11-15,291.084351,279.245758,295.665100,284.768829,293.245239,279.268951,296.039886,282.065277,293.870331,282.231903
2079-12-15,290.988983,279.109558,293.045319,282.805695,287.219696,276.126434,291.467194,277.718628,288.975403,278.075317
2080-01-15,283.942383,273.098022,286.806732,275.751007,286.649261,276.438171,290.963104,278.511017,285.602356,273.466583
2080-02-15,291.647858,278.168396,291.723053,279.725861,288.801270,277.571930,294.799133,283.192719,295.474121,281.759125
2080-03-15,297.589081,284.505798,293.811676,279.990540,294.160522,281.819580,297.441132,283.155243,300.879333,285.846436
2080-04-15,301.083588,286.660217,294.641693,280.581055,297.743835,285.410736,303.097839,287.650421,300.047333,284.721710
2080-05-15,307.479492,292.986206,301.598999,288.347412,301.116608,289.149811,303.049713,290.935638,304.737061,291.007111
2080-06-15,310.503998,297.682281,304.837677,294.005737,303.946014,294.384918,305.172699,293.724091,307.156219,294.769531
2080-07-15,310.847931,299.103882,306.592102,296.820770,306.158203,296.573242,307.612152,296.195709,309.412659,296.248505
2080-08-15,311.741455,299.545380,305.686890,295.723816,309.354828,297.785034,308.198669,296.104645,309.865021,296.965210
2080-09-15,306.816071,294.841858,305.056854,292.065491,303.039001,293.144897,305.267212,294.539459,303.518036,292.839996
2080-10-15,300.306610,287.006378,301.159241,289.955750,297.261841,288.006012,299.625549,286.580048,297.602600,285.017670
2080-11-15,296.619751,285.516571,297.416656,283.746613,290.527191,279.620422,293.194733,280.798248,293.951965,280.886719
2080-12-15,286.766022,275.913696,289.760223,277.391083,285.537659,276.173950,290.676544,279.866028,288.526337,279.130249
2081-01-15,289.082275,277.774231,287.959625,276.771332,286.464264,276.425171,288.812408,276.059448,289.473663,277.297699
2081-02-15,293.593323,280.857025,292.734528,280.722382,286.053284,275.699402,286.801300,273.402100,292.298889,278.142914
2081-03-15,293.889862,281.319641,295.912628,282.242157,291.478790,279.189331,296.142181,283.138580,293.709534,282.742157
2081-04-15,301.066925,286.914612,298.603912,284.602844,296.867157,283.809479,301.598480,287.000427,298.907440,284.704590
2081-05-15,305.198425,292.127625,304.662170,291.397247,302.831329,290.419220,305.533569,293.276978,304.931580,292.006531
2081-06-15,311.092316,297.609528,306.204376,295.317047,302.725800,293.031921,307.753754,294.944550,305.855377,294.270905
2081-07-15,310.605316,298.867188,311.252075,299.098419,307.614716,295.301605,308.443024,296.591980,307.327820,296.038910
2081-08-15,311.292786,299.680786,308.383972,298.408722,306.817963,295.430969,309.229645,296.820679,307.505951,296.090271
2081-09-15,307.353851,295.887695,303.345490,292.480408,306.101196,293.473633,304.129242,293.386261,303.174377,292.705200
2081-10-15,301.826111,289.398193,298.860168,285.739380,301.530212,286.381470,301.258881,288.769226,299.434906,288.619354
2081-11-15,295.154419,282.900543,293.273102,280.130737,292.124390,280.472321,292.102386,279.000580,294.136139,281.789551
2081-12-15,289.329285,278.645142,292.790863,280.132111,286.374390,275.295593,290.389130,279.404999,285.289276,273.730988
2082-01-15,286.574341,275.581665,286.059631,274.870941,284.786163,274.470154,286.951599,275.871124,287.467529,274.534149
2082-02-15,292.059174,279.923584,288.651825,276.406097,286.814301,275.957153,288.769073,277.128021,292.255920,277.795654
2082-03-15,295.607086,280.204193,290.978424,278.802338,290.759796,279.059631,296.190704,281.460480,294.014313,280.248962
2082-04-15,302.403107,286.501160,298.613464,284.559509,297.178162,285.122589,300.488800,286.733978,298.721191,284.812714
2082-05-15,304.704834,291.284515,303.338898,289.868134,300.946106,291.265839,305.699097,291.217896,302.907318,290.683807
2082-06-15,309.073792,295.814026,307.683990,296.120972,302.300018,292.896332,307.803680,296.051666,306.718872,293.923798
2082-07-15,312.430725,299.156189,309.985992,298.463898,305.449097,294.757233,308.315094,296.905548,308.861084,296.715210
2082-08-15,309.815033,298.078125,308.986053,297.853424,305.849609,295.917114,307.810822,296.196503,308.580383,295.622437
2082-09-15,306.669434,293.050873,302.081604,292.469391,303.862213,293.530975,304.916321,293.072601,307.454956,293.844818
2082-10-15,301.423645,287.828735,297.014313,286.160095,301.102814,280.468353,297.509491,284.662079,301.279327,289.243713
2082-11-15,297.511414,283.863861,292.913605,281.150848,295.857056,281.961243,293.570648,279.994293,297.705170,284.336151
2082-12-15,289.034210,278.034302,290.040619,278.345001,287.328674,276.089142,289.351379,278.722595,289.677887,278.369507
2083-01-15,287.926331,275.496185,286.876709,276.156433,284.597595,274.495941,289.326385,276.569794,287.201599,274.281342
2083-02-15,290.264679,277.370026,293.409698,281.413361,288.601288,278.319305,289.918732,277.624207,294.303070,281.780914
2083-03-15,294.365997,281.525452,291.878906,279.126801,294.341187,281.001434,293.948669,281.811371,295.546112,280.753448
2083-04-15,297.437225,284.919708,297.941040,283.959534,302.856537,289.255035,301.418427,287.472717,301.031677,285.520874
2083-05-15,302.238861,288.814209,302.554413,291.996826,306.618774,289.692657,304.196198,291.824615,304.553162,289.770172
2083-06-15,308.916138,296.134949,305.456421,292.975677,311.237518,295.859772,306.910492,294.582977,308.998108,294.695526
2083-07-15,310.730804,298.364014,307.288635,296.291840,305.760223,296.566864,308.467224,297.099365,312.603241,297.681824
2083-08-15,310.157623,297.950104,306.938446,296.928802,306.403564,296.455841,307.879211,296.360870,306.711731,295.881927
2083-09-15,309.068024,296.239960,302.112152,291.881775,305.358582,295.153687,305.842255,295.039429,305.760712,293.493317
2083-10-15,302.567078,289.196533,297.872070,287.113129,298.884216,285.109985,297.223785,283.118439,298.814880,283.335022
2083-11-15,294.611511,281.039734,295.368774,283.314728,291.732147,278.749664,292.688019,279.565796,294.905823,281.591736
2083-12-15,289.585938,279.592041,287.091919,276.733582,287.056610,277.712708,292.901367,280.469543,288.324615,276.346802
2084-01-15,293.234192,279.500580,287.055298,276.064178,285.307709,274.818390,294.362091,281.218536,288.203552,277.533661
2084-02-15,290.712646,279.553986,286.607330,274.553497,288.901581,277.044617,290.082214,277.355133,289.017731,275.234314
2084-03-15,296.269745,283.216644,292.877838,279.465546,294.563202,280.224426,299.524719,284.872131,294.872864,280.843994
2084-04-15,300.249207,286.355560,295.187469,282.486267,299.569214,286.101959,301.909698,288.072327,300.521912,284.007050
2084-05-15,307.828918,293.202576,300.875610,290.127747,300.740051,288.957336,303.508087,291.777313,302.678497,290.563660
2084-06-15,307.684662,295.735229,304.278320,292.836090,303.684296,293.820526,307.875641,295.365570,306.591003,295.291595
2084-07-15,311.278656,298.726990,309.281525,297.296692,306.421661,297.017639,309.054901,296.909302,308.632538,296.061554
2084-08-15,308.344727,296.737091,310.239258,299.271332,304.899780,296.215759,310.355072,297.202148,313.379852,296.797882
2084-09-15,305.813782,294.204681,303.439575,293.037567,299.896606,293.127014,308.507721,295.092194,305.257263,292.059021
